"X","time_period","rainfall","mean_temperature","disease_cases","population","location","Cases","E","month","ID_year","ID_spat","rainsum","meantemperature","group"
171,"2015-04",86.479,25.27,304,1656000.99257985,"Rondonia",304,1656000.99257985,4,2015,"Rondonia",86.479,25.27,0
172,"2015-05",47.251,23.64,214,1656000.99257985,"Rondonia",214,1656000.99257985,5,2015,"Rondonia",47.251,23.64,0
173,"2015-06",30.567,22.73,178,1656000.99257985,"Rondonia",178,1656000.99257985,6,2015,"Rondonia",30.567,22.73,0
174,"2015-07",24.462,22.55,95,1656000.99257985,"Rondonia",95,1656000.99257985,7,2015,"Rondonia",24.462,22.55,0
175,"2015-08",18.268,22.5,51,1656000.99257985,"Rondonia",51,1656000.99257985,8,2015,"Rondonia",18.268,22.5,0
176,"2015-09",6.553,25.37,49,1656000.99257985,"Rondonia",49,1656000.99257985,9,2015,"Rondonia",6.553,25.37,0
177,"2015-10",19.688,26.46,101,1656000.99257985,"Rondonia",101,1656000.99257985,10,2015,"Rondonia",19.688,26.46,0
178,"2015-11",45.839,27.36,150,1656000.99257985,"Rondonia",150,1656000.99257985,11,2015,"Rondonia",45.839,27.36,0
179,"2015-12",20.094,27.47,264,1656000.99257985,"Rondonia",264,1656000.99257985,12,2015,"Rondonia",20.094,27.47,0
180,"2016-01",357.292,24.58,1024,1669696.25490649,"Rondonia",1024,1669696.25490649,1,2016,"Rondonia",357.292,24.58,0
181,"2016-02",23.35,25.72,1779,1669696.25490649,"Rondonia",1779,1669696.25490649,2,2016,"Rondonia",23.35,25.72,0
182,"2016-03",24.494,26.76,1539,1669696.25490649,"Rondonia",1539,1669696.25490649,3,2016,"Rondonia",24.494,26.76,0
183,"2016-04",13.273,26.27,808,1669696.25490649,"Rondonia",808,1669696.25490649,4,2016,"Rondonia",13.273,26.27,0
184,"2016-05",18.915,24.9,275,1669696.25490649,"Rondonia",275,1669696.25490649,5,2016,"Rondonia",18.915,24.9,0
185,"2016-06",20.37,23.58,102,1669696.25490649,"Rondonia",102,1669696.25490649,6,2016,"Rondonia",20.37,23.58,0
186,"2016-07",18.897,22.56,108,1669696.25490649,"Rondonia",108,1669696.25490649,7,2016,"Rondonia",18.897,22.56,0
187,"2016-08",17.612,23.52,29,1669696.25490649,"Rondonia",29,1669696.25490649,8,2016,"Rondonia",17.612,23.52,0
188,"2016-09",30.313,24.52,38,1669696.25490649,"Rondonia",38,1669696.25490649,9,2016,"Rondonia",30.313,24.52,0
189,"2016-10",48.461,25.62,41,1669696.25490649,"Rondonia",41,1669696.25490649,10,2016,"Rondonia",48.461,25.62,0
190,"2016-11",96.988,25.48,97,1669696.25490649,"Rondonia",97,1669696.25490649,11,2016,"Rondonia",96.988,25.48,0
191,"2016-12",64.752,25.86,255,1669696.25490649,"Rondonia",255,1669696.25490649,12,2016,"Rondonia",64.752,25.86,0
0,"2001-01",57.013,26.85,NA,340332.72632188,"Roraima",NA,340332.72632188,1,2001,"Roraima",57.013,26.85,0
1,"2001-02",92.82,26.26,NA,340332.72632188,"Roraima",NA,340332.72632188,2,2001,"Roraima",92.82,26.26,0
2,"2001-03",187.453,25.36,137,340332.72632188,"Roraima",137,340332.72632188,3,2001,"Roraima",187.453,25.36,0
3,"2001-04",191.332,24.84,88,340332.72632188,"Roraima",88,340332.72632188,4,2001,"Roraima",191.332,24.84,0
4,"2001-05",24.919,26.26,129,340332.72632188,"Roraima",129,340332.72632188,5,2001,"Roraima",24.919,26.26,0
5,"2001-06",48.125,25.46,120,340332.72632188,"Roraima",120,340332.72632188,6,2001,"Roraima",48.125,25.46,0
6,"2001-07",12.263,26.23,160,340332.72632188,"Roraima",160,340332.72632188,7,2001,"Roraima",12.263,26.23,0
7,"2001-08",1.46,26.55,270,340332.72632188,"Roraima",270,340332.72632188,8,2001,"Roraima",1.46,26.55,0
8,"2001-09",4.222,27.54,399,340332.72632188,"Roraima",399,340332.72632188,9,2001,"Roraima",4.222,27.54,0
9,"2001-10",15.618,27.8,661,340332.72632188,"Roraima",661,340332.72632188,10,2001,"Roraima",15.618,27.8,0
10,"2001-11",8.773,28.14,467,340332.72632188,"Roraima",467,340332.72632188,11,2001,"Roraima",8.773,28.14,0
11,"2001-12",33.347,28.35,445,340332.72632188,"Roraima",445,340332.72632188,12,2001,"Roraima",33.347,28.35,0
12,"2002-01",216.304,25.07,342,344312.196990788,"Roraima",342,344312.196990788,1,2002,"Roraima",216.304,25.07,0
13,"2002-02",73.532,25.95,224,344312.196990788,"Roraima",224,344312.196990788,2,2002,"Roraima",73.532,25.95,0
14,"2002-03",199.799,25.27,96,344312.196990788,"Roraima",96,344312.196990788,3,2002,"Roraima",199.799,25.27,0
15,"2002-04",166.073,25.05,83,344312.196990788,"Roraima",83,344312.196990788,4,2002,"Roraima",166.073,25.05,0
16,"2002-05",85.285,25.44,68,344312.196990788,"Roraima",68,344312.196990788,5,2002,"Roraima",85.285,25.44,0
17,"2002-06",39.883,25.27,51,344312.196990788,"Roraima",51,344312.196990788,6,2002,"Roraima",39.883,25.27,0
18,"2002-07",17.349,26.19,62,344312.196990788,"Roraima",62,344312.196990788,7,2002,"Roraima",17.349,26.19,0
19,"2002-08",2.404,26.79,41,344312.196990788,"Roraima",41,344312.196990788,8,2002,"Roraima",2.404,26.79,0
20,"2002-09",2.607,27.29,39,344312.196990788,"Roraima",39,344312.196990788,9,2002,"Roraima",2.607,27.29,0
21,"2002-10",3.513,28.11,107,344312.196990788,"Roraima",107,344312.196990788,10,2002,"Roraima",3.513,28.11,0
22,"2002-11",6.862,28.16,85,344312.196990788,"Roraima",85,344312.196990788,11,2002,"Roraima",6.862,28.16,0
23,"2002-12",30.997,28.1,80,344312.196990788,"Roraima",80,344312.196990788,12,2002,"Roraima",30.997,28.1,0
24,"2003-01",117.913,26.92,129,348291.607463833,"Roraima",129,348291.607463833,1,2003,"Roraima",117.913,26.92,0
25,"2003-02",176.196,25.42,111,348291.607463833,"Roraima",111,348291.607463833,2,2003,"Roraima",176.196,25.42,0
26,"2003-03",226.737,25,40,348291.607463833,"Roraima",40,348291.607463833,3,2003,"Roraima",226.737,25,0
27,"2003-04",139.556,25.28,16,348291.607463833,"Roraima",16,348291.607463833,4,2003,"Roraima",139.556,25.28,0
28,"2003-05",59.195,25.7,55,348291.607463833,"Roraima",55,348291.607463833,5,2003,"Roraima",59.195,25.7,0
29,"2003-06",40.175,25.6,126,348291.607463833,"Roraima",126,348291.607463833,6,2003,"Roraima",40.175,25.6,0
30,"2003-07",4.475,26.36,749,348291.607463833,"Roraima",749,348291.607463833,7,2003,"Roraima",4.475,26.36,0
31,"2003-08",3.172,27.13,1596,348291.607463833,"Roraima",1596,348291.607463833,8,2003,"Roraima",3.172,27.13,0
32,"2003-09",1.688,27.88,1347,348291.607463833,"Roraima",1347,348291.607463833,9,2003,"Roraima",1.688,27.88,0
33,"2003-10",2.43,28.4,520,348291.607463833,"Roraima",520,348291.607463833,10,2003,"Roraima",2.43,28.4,0
34,"2003-11",12.282,28.45,213,348291.607463833,"Roraima",213,348291.607463833,11,2003,"Roraima",12.282,28.45,0
35,"2003-12",33.503,27.9,116,348291.607463833,"Roraima",116,348291.607463833,12,2003,"Roraima",33.503,27.9,0
36,"2004-01",434.238,25.9,63,352270.921316501,"Roraima",63,352270.921316501,1,2004,"Roraima",434.238,25.9,0
37,"2004-02",232.555,24.81,44,352270.921316501,"Roraima",44,352270.921316501,2,2004,"Roraima",232.555,24.81,0
38,"2004-03",133.935,25.29,35,352270.921316501,"Roraima",35,352270.921316501,3,2004,"Roraima",133.935,25.29,0
39,"2004-04",79.876,26,15,352270.921316501,"Roraima",15,352270.921316501,4,2004,"Roraima",79.876,26,0
40,"2004-05",51.538,25.73,26,352270.921316501,"Roraima",26,352270.921316501,5,2004,"Roraima",51.538,25.73,0
41,"2004-06",49.186,24.86,15,352270.921316501,"Roraima",15,352270.921316501,6,2004,"Roraima",49.186,24.86,0
42,"2004-07",25.748,25.13,24,352270.921316501,"Roraima",24,352270.921316501,7,2004,"Roraima",25.748,25.13,0
43,"2004-08",6.463,26.58,42,352270.921316501,"Roraima",42,352270.921316501,8,2004,"Roraima",6.463,26.58,0
44,"2004-09",1.387,27.61,70,352270.921316501,"Roraima",70,352270.921316501,9,2004,"Roraima",1.387,27.61,0
45,"2004-10",2.546,28,67,352270.921316501,"Roraima",67,352270.921316501,10,2004,"Roraima",2.546,28,0
46,"2004-11",5.95,28.13,95,352270.921316501,"Roraima",95,352270.921316501,11,2004,"Roraima",5.95,28.13,0
47,"2004-12",17.429,28.12,85,352270.921316501,"Roraima",85,352270.921316501,12,2004,"Roraima",17.429,28.12,0
48,"2005-01",61.055,27.51,90,356250.164502926,"Roraima",90,356250.164502926,1,2005,"Roraima",61.055,27.51,0
49,"2005-02",71.212,27.35,147,356250.164502926,"Roraima",147,356250.164502926,2,2005,"Roraima",71.212,27.35,0
50,"2005-03",170.096,26.76,211,356250.164502926,"Roraima",211,356250.164502926,3,2005,"Roraima",170.096,26.76,0
51,"2005-04",64.462,26.53,196,356250.164502926,"Roraima",196,356250.164502926,4,2005,"Roraima",64.462,26.53,0
52,"2005-05",78.218,25.86,328,356250.164502926,"Roraima",328,356250.164502926,5,2005,"Roraima",78.218,25.86,0
53,"2005-06",41.232,25.79,830,356250.164502926,"Roraima",830,356250.164502926,6,2005,"Roraima",41.232,25.79,0
54,"2005-07",8.688,26.11,364,356250.164502926,"Roraima",364,356250.164502926,7,2005,"Roraima",8.688,26.11,0
55,"2005-08",2.082,26.85,103,356250.164502926,"Roraima",103,356250.164502926,8,2005,"Roraima",2.082,26.85,0
56,"2005-09",0.55,27.58,26,356250.164502926,"Roraima",26,356250.164502926,9,2005,"Roraima",0.55,27.58,0
57,"2005-10",0.859,28.29,19,356250.164502926,"Roraima",19,356250.164502926,10,2005,"Roraima",0.859,28.29,0
58,"2005-11",3.858,28.62,44,356250.164502926,"Roraima",44,356250.164502926,11,2005,"Roraima",3.858,28.62,0
59,"2005-12",28.661,28.09,23,356250.164502926,"Roraima",23,356250.164502926,12,2005,"Roraima",28.661,28.09,0
60,"2006-01",23.166,28.44,27,360154.758331796,"Roraima",27,360154.758331796,1,2006,"Roraima",23.166,28.44,0
61,"2006-02",118.671,26.5,8,360154.758331796,"Roraima",8,360154.758331796,2,2006,"Roraima",118.671,26.5,0
62,"2006-03",193.215,25.3,3,360154.758331796,"Roraima",3,360154.758331796,3,2006,"Roraima",193.215,25.3,0
63,"2006-04",219.026,24.83,15,360154.758331796,"Roraima",15,360154.758331796,4,2006,"Roraima",219.026,24.83,0
64,"2006-05",94.711,25.03,77,360154.758331796,"Roraima",77,360154.758331796,5,2006,"Roraima",94.711,25.03,0
65,"2006-06",36.031,25.2,86,360154.758331796,"Roraima",86,360154.758331796,6,2006,"Roraima",36.031,25.2,0
66,"2006-07",13.648,25.75,118,360154.758331796,"Roraima",118,360154.758331796,7,2006,"Roraima",13.648,25.75,0
67,"2006-08",3.774,26.64,132,360154.758331796,"Roraima",132,360154.758331796,8,2006,"Roraima",3.774,26.64,0
68,"2006-09",2.942,27.5,107,360154.758331796,"Roraima",107,360154.758331796,9,2006,"Roraima",2.942,27.5,0
69,"2006-10",5.192,28.12,125,360154.758331796,"Roraima",125,360154.758331796,10,2006,"Roraima",5.192,28.12,0
70,"2006-11",6.422,28.05,141,360154.758331796,"Roraima",141,360154.758331796,11,2006,"Roraima",6.422,28.05,0
71,"2006-12",32.594,27.97,134,360154.758331796,"Roraima",134,360154.758331796,12,2006,"Roraima",32.594,27.97,0
72,"2007-01",21.441,28.13,144,363911.972883791,"Roraima",144,363911.972883791,1,2007,"Roraima",21.441,28.13,0
73,"2007-02",232.662,25.47,52,363911.972883791,"Roraima",52,363911.972883791,2,2007,"Roraima",232.662,25.47,0
74,"2007-03",110.806,25.5,37,363911.972883791,"Roraima",37,363911.972883791,3,2007,"Roraima",110.806,25.5,0
75,"2007-04",175.505,25.74,58,363911.972883791,"Roraima",58,363911.972883791,4,2007,"Roraima",175.505,25.74,0
76,"2007-05",44.274,25.67,73,363911.972883791,"Roraima",73,363911.972883791,5,2007,"Roraima",44.274,25.67,0
77,"2007-06",27.239,25.58,71,363911.972883791,"Roraima",71,363911.972883791,6,2007,"Roraima",27.239,25.58,0
78,"2007-07",4.775,26.42,143,363911.972883791,"Roraima",143,363911.972883791,7,2007,"Roraima",4.775,26.42,0
79,"2007-08",1.755,26.4,82,363911.972883791,"Roraima",82,363911.972883791,8,2007,"Roraima",1.755,26.4,0
80,"2007-09",0.86,27.29,71,363911.972883791,"Roraima",71,363911.972883791,9,2007,"Roraima",0.86,27.29,0
81,"2007-10",1.226,28.06,57,363911.972883791,"Roraima",57,363911.972883791,10,2007,"Roraima",1.226,28.06,0
82,"2007-11",5.231,28.27,80,363911.972883791,"Roraima",80,363911.972883791,11,2007,"Roraima",5.231,28.27,0
83,"2007-12",25.45,27.82,78,363911.972883791,"Roraima",78,363911.972883791,12,2007,"Roraima",25.45,27.82,0
84,"2008-01",119.581,26.33,97,367548.604391071,"Roraima",97,367548.604391071,1,2008,"Roraima",119.581,26.33,0
85,"2008-02",81.014,26.25,168,367548.604391071,"Roraima",168,367548.604391071,2,2008,"Roraima",81.014,26.25,0
86,"2008-03",343.771,24.49,284,367548.604391071,"Roraima",284,367548.604391071,3,2008,"Roraima",343.771,24.49,0
87,"2008-04",220.612,24.51,496,367548.604391071,"Roraima",496,367548.604391071,4,2008,"Roraima",220.612,24.51,0
88,"2008-05",109.984,24.66,591,367548.604391071,"Roraima",591,367548.604391071,5,2008,"Roraima",109.984,24.66,0
89,"2008-06",30.634,24.79,416,367548.604391071,"Roraima",416,367548.604391071,6,2008,"Roraima",30.634,24.79,0
90,"2008-07",16.233,25.18,448,367548.604391071,"Roraima",448,367548.604391071,7,2008,"Roraima",16.233,25.18,0
91,"2008-08",9.133,26.21,492,367548.604391071,"Roraima",492,367548.604391071,8,2008,"Roraima",9.133,26.21,0
92,"2008-09",2.015,27.61,390,367548.604391071,"Roraima",390,367548.604391071,9,2008,"Roraima",2.015,27.61,0
93,"2008-10",2.002,28.26,248,367548.604391071,"Roraima",248,367548.604391071,10,2008,"Roraima",2.002,28.26,0
94,"2008-11",3.736,28.23,282,367548.604391071,"Roraima",282,367548.604391071,11,2008,"Roraima",3.736,28.23,0
95,"2008-12",13.516,28.15,292,367548.604391071,"Roraima",292,367548.604391071,12,2008,"Roraima",13.516,28.15,0
96,"2009-01",109.332,26.81,640,371102.933185292,"Roraima",640,371102.933185292,1,2009,"Roraima",109.332,26.81,0
97,"2009-02",161.328,25.24,676,371102.933185292,"Roraima",676,371102.933185292,2,2009,"Roraima",161.328,25.24,0
98,"2009-03",224.695,24.85,541,371102.933185292,"Roraima",541,371102.933185292,3,2009,"Roraima",224.695,24.85,0
99,"2009-04",390.14,24.42,244,371102.933185292,"Roraima",244,371102.933185292,4,2009,"Roraima",390.14,24.42,0
100,"2009-05",280.98,24.2,162,371102.933185292,"Roraima",162,371102.933185292,5,2009,"Roraima",280.98,24.2,0
101,"2009-06",62.31,24.45,92,371102.933185292,"Roraima",92,371102.933185292,6,2009,"Roraima",62.31,24.45,0
102,"2009-07",25.119,24.95,148,371102.933185292,"Roraima",148,371102.933185292,7,2009,"Roraima",25.119,24.95,0
103,"2009-08",28.316,25.74,157,371102.933185292,"Roraima",157,371102.933185292,8,2009,"Roraima",28.316,25.74,0
104,"2009-09",2.756,26.91,123,371102.933185292,"Roraima",123,371102.933185292,9,2009,"Roraima",2.756,26.91,0
105,"2009-10",4.797,27.28,75,371102.933185292,"Roraima",75,371102.933185292,10,2009,"Roraima",4.797,27.28,0
106,"2009-11",5.845,27.73,85,371102.933185292,"Roraima",85,371102.933185292,11,2009,"Roraima",5.845,27.73,0
107,"2009-12",27.423,27.66,123,371102.933185292,"Roraima",123,371102.933185292,12,2009,"Roraima",27.423,27.66,0
108,"2010-01",97.259,26.5,139,374599.841482029,"Roraima",139,374599.841482029,1,2010,"Roraima",97.259,26.5,0
109,"2010-02",50.181,27.71,409,374599.841482029,"Roraima",409,374599.841482029,2,2010,"Roraima",50.181,27.71,0
110,"2010-03",76.215,27.81,625,374599.841482029,"Roraima",625,374599.841482029,3,2010,"Roraima",76.215,27.81,0
111,"2010-04",147.025,26.36,905,374599.841482029,"Roraima",905,374599.841482029,4,2010,"Roraima",147.025,26.36,0
112,"2010-05",40.011,27.39,1266,374599.841482029,"Roraima",1266,374599.841482029,5,2010,"Roraima",40.011,27.39,0
113,"2010-06",41.464,26.13,1880,374599.841482029,"Roraima",1880,374599.841482029,6,2010,"Roraima",41.464,26.13,0
114,"2010-07",8.639,26.62,870,374599.841482029,"Roraima",870,374599.841482029,7,2010,"Roraima",8.639,26.62,0
115,"2010-08",0.872,26.73,666,374599.841482029,"Roraima",666,374599.841482029,8,2010,"Roraima",0.872,26.73,0
116,"2010-09",0.561,27.54,314,374599.841482029,"Roraima",314,374599.841482029,9,2010,"Roraima",0.561,27.54,0
117,"2010-10",62.826,27.64,102,374599.841482029,"Roraima",102,374599.841482029,10,2010,"Roraima",62.826,27.64,0
118,"2010-11",5.086,28,85,374599.841482029,"Roraima",85,374599.841482029,11,2010,"Roraima",5.086,28,0
119,"2010-12",85.481,26.42,127,374599.841482029,"Roraima",127,374599.841482029,12,2010,"Roraima",85.481,26.42,0
120,"2011-01",251.513,25.21,157,378046.985347615,"Roraima",157,378046.985347615,1,2011,"Roraima",251.513,25.21,0
121,"2011-02",195.157,24.94,130,378046.985347615,"Roraima",130,378046.985347615,2,2011,"Roraima",195.157,24.94,0
122,"2011-03",156.796,24.84,186,378046.985347615,"Roraima",186,378046.985347615,3,2011,"Roraima",156.796,24.84,0
123,"2011-04",213.006,24.79,127,378046.985347615,"Roraima",127,378046.985347615,4,2011,"Roraima",213.006,24.79,0
124,"2011-05",149.433,24.77,105,378046.985347615,"Roraima",105,378046.985347615,5,2011,"Roraima",149.433,24.77,0
125,"2011-06",32.846,25.14,133,378046.985347615,"Roraima",133,378046.985347615,6,2011,"Roraima",32.846,25.14,0
126,"2011-07",35.853,24.8,147,378046.985347615,"Roraima",147,378046.985347615,7,2011,"Roraima",35.853,24.8,0
127,"2011-08",17.163,25.95,122,378046.985347615,"Roraima",122,378046.985347615,8,2011,"Roraima",17.163,25.95,0
128,"2011-09",0.587,26.95,69,378046.985347615,"Roraima",69,378046.985347615,9,2011,"Roraima",0.587,26.95,0
129,"2011-10",59.067,26.91,76,378046.985347615,"Roraima",76,378046.985347615,10,2011,"Roraima",59.067,26.91,0
130,"2011-11",13.696,27.25,51,378046.985347615,"Roraima",51,378046.985347615,11,2011,"Roraima",13.696,27.25,0
131,"2011-12",10.251,27.53,26,378046.985347615,"Roraima",26,378046.985347615,12,2011,"Roraima",10.251,27.53,0
132,"2012-01",64.201,26.88,146,381438.622732299,"Roraima",146,381438.622732299,1,2012,"Roraima",64.201,26.88,0
133,"2012-02",116.028,25.89,100,381438.622732299,"Roraima",100,381438.622732299,2,2012,"Roraima",116.028,25.89,0
134,"2012-03",78.56,26.03,262,381438.622732299,"Roraima",262,381438.622732299,3,2012,"Roraima",78.56,26.03,0
135,"2012-04",46.668,26.86,177,381438.622732299,"Roraima",177,381438.622732299,4,2012,"Roraima",46.668,26.86,0
136,"2012-05",30.733,27.15,269,381438.622732299,"Roraima",269,381438.622732299,5,2012,"Roraima",30.733,27.15,0
137,"2012-06",16.931,26.68,203,381438.622732299,"Roraima",203,381438.622732299,6,2012,"Roraima",16.931,26.68,0
138,"2012-07",6.862,26.57,163,381438.622732299,"Roraima",163,381438.622732299,7,2012,"Roraima",6.862,26.57,0
139,"2012-08",0.406,26.81,254,381438.622732299,"Roraima",254,381438.622732299,8,2012,"Roraima",0.406,26.81,0
140,"2012-09",0.535,27.41,112,381438.622732299,"Roraima",112,381438.622732299,9,2012,"Roraima",0.535,27.41,0
141,"2012-10",2.275,27.88,62,381438.622732299,"Roraima",62,381438.622732299,10,2012,"Roraima",2.275,27.88,0
142,"2012-11",3.372,28.08,67,381438.622732299,"Roraima",67,381438.622732299,11,2012,"Roraima",3.372,28.08,0
143,"2012-12",8.288,28.27,51,381438.622732299,"Roraima",51,381438.622732299,12,2012,"Roraima",8.288,28.27,0
144,"2013-01",43.228,27.81,51,384786.23773558,"Roraima",51,384786.23773558,1,2013,"Roraima",43.228,27.81,0
145,"2013-02",65.332,27.83,56,384786.23773558,"Roraima",56,384786.23773558,2,2013,"Roraima",65.332,27.83,0
146,"2013-03",70.897,27.74,62,384786.23773558,"Roraima",62,384786.23773558,3,2013,"Roraima",70.897,27.74,0
147,"2013-04",131.058,26.42,63,384786.23773558,"Roraima",63,384786.23773558,4,2013,"Roraima",131.058,26.42,0
148,"2013-05",80.683,25.84,131,384786.23773558,"Roraima",131,384786.23773558,5,2013,"Roraima",80.683,25.84,0
149,"2013-06",54.544,25.76,117,384786.23773558,"Roraima",117,384786.23773558,6,2013,"Roraima",54.544,25.76,0
150,"2013-07",24.142,26.02,108,384786.23773558,"Roraima",108,384786.23773558,7,2013,"Roraima",24.142,26.02,0
151,"2013-08",3.503,27.27,79,384786.23773558,"Roraima",79,384786.23773558,8,2013,"Roraima",3.503,27.27,0
152,"2013-09",2.331,27.74,122,384786.23773558,"Roraima",122,384786.23773558,9,2013,"Roraima",2.331,27.74,0
153,"2013-10",5.751,27.93,84,384786.23773558,"Roraima",84,384786.23773558,10,2013,"Roraima",5.751,27.93,0
154,"2013-11",23.144,27.48,71,384786.23773558,"Roraima",71,384786.23773558,11,2013,"Roraima",23.144,27.48,0
155,"2013-12",29.25,27.38,47,384786.23773558,"Roraima",47,384786.23773558,12,2013,"Roraima",29.25,27.38,0
156,"2014-01",64.533,26.99,89,388093.658390622,"Roraima",89,388093.658390622,1,2014,"Roraima",64.533,26.99,0
157,"2014-02",99.814,26.15,59,388093.658390622,"Roraima",59,388093.658390622,2,2014,"Roraima",99.814,26.15,0
158,"2014-03",143.82,25.7,65,388093.658390622,"Roraima",65,388093.658390622,3,2014,"Roraima",143.82,25.7,0
159,"2014-04",133.708,25.42,73,388093.658390622,"Roraima",73,388093.658390622,4,2014,"Roraima",133.708,25.42,0
160,"2014-05",88.998,25.45,97,388093.658390622,"Roraima",97,388093.658390622,5,2014,"Roraima",88.998,25.45,0
161,"2014-06",17.842,26.07,133,388093.658390622,"Roraima",133,388093.658390622,6,2014,"Roraima",17.842,26.07,0
162,"2014-07",11.688,26.37,133,388093.658390622,"Roraima",133,388093.658390622,7,2014,"Roraima",11.688,26.37,0
163,"2014-08",1.694,26.74,146,388093.658390622,"Roraima",146,388093.658390622,8,2014,"Roraima",1.694,26.74,0
164,"2014-09",5.17,27.31,130,388093.658390622,"Roraima",130,388093.658390622,9,2014,"Roraima",5.17,27.31,0
165,"2014-10",6.246,27.94,96,388093.658390622,"Roraima",96,388093.658390622,10,2014,"Roraima",6.246,27.94,0
166,"2014-11",15.237,27.64,66,388093.658390622,"Roraima",66,388093.658390622,11,2014,"Roraima",15.237,27.64,0
167,"2014-12",14.565,27.9,99,388093.658390622,"Roraima",99,388093.658390622,12,2014,"Roraima",14.565,27.9,0
168,"2015-01",32.387,27.58,103,391362.798714009,"Roraima",103,391362.798714009,1,2015,"Roraima",32.387,27.58,0
169,"2015-02",109.345,26.65,94,391362.798714009,"Roraima",94,391362.798714009,2,2015,"Roraima",109.345,26.65,0
170,"2015-03",207.797,25.44,111,391362.798714009,"Roraima",111,391362.798714009,3,2015,"Roraima",207.797,25.44,0
171,"2015-04",111.4,25.25,113,391362.798714009,"Roraima",113,391362.798714009,4,2015,"Roraima",111.4,25.25,0
172,"2015-05",33.572,26.74,114,391362.798714009,"Roraima",114,391362.798714009,5,2015,"Roraima",33.572,26.74,0
173,"2015-06",32.132,26.3,145,391362.798714009,"Roraima",145,391362.798714009,6,2015,"Roraima",32.132,26.3,0
174,"2015-07",41.072,25.79,147,391362.798714009,"Roraima",147,391362.798714009,7,2015,"Roraima",41.072,25.79,0
175,"2015-08",1.307,26.83,186,391362.798714009,"Roraima",186,391362.798714009,8,2015,"Roraima",1.307,26.83,0
176,"2015-09",3.189,27.5,157,391362.798714009,"Roraima",157,391362.798714009,9,2015,"Roraima",3.189,27.5,0
177,"2015-10",1.983,28.14,42,391362.798714009,"Roraima",42,391362.798714009,10,2015,"Roraima",1.983,28.14,0
178,"2015-11",3.244,28.25,16,391362.798714009,"Roraima",16,391362.798714009,11,2015,"Roraima",3.244,28.25,0
179,"2015-12",29.902,28.16,34,391362.798714009,"Roraima",34,391362.798714009,12,2015,"Roraima",29.902,28.16,0
180,"2016-01",215.97,25.87,12,394599.400755488,"Roraima",12,394599.400755488,1,2016,"Roraima",215.97,25.87,0
181,"2016-02",90.126,26.3,40,394599.400755488,"Roraima",40,394599.400755488,2,2016,"Roraima",90.126,26.3,0
182,"2016-03",123.773,27.16,93,394599.400755488,"Roraima",93,394599.400755488,3,2016,"Roraima",123.773,27.16,0
183,"2016-04",110.677,26.26,28,394599.400755488,"Roraima",28,394599.400755488,4,2016,"Roraima",110.677,26.26,0
184,"2016-05",56.37,26.76,16,394599.400755488,"Roraima",16,394599.400755488,5,2016,"Roraima",56.37,26.76,0
185,"2016-06",14.63,26.59,10,394599.400755488,"Roraima",10,394599.400755488,6,2016,"Roraima",14.63,26.59,0
186,"2016-07",3.715,26.77,17,394599.400755488,"Roraima",17,394599.400755488,7,2016,"Roraima",3.715,26.77,0
187,"2016-08",1.128,27.19,35,394599.400755488,"Roraima",35,394599.400755488,8,2016,"Roraima",1.128,27.19,0
188,"2016-09",2.16,27.9,25,394599.400755488,"Roraima",25,394599.400755488,9,2016,"Roraima",2.16,27.9,0
189,"2016-10",3.302,28.51,20,394599.400755488,"Roraima",20,394599.400755488,10,2016,"Roraima",3.302,28.51,0
190,"2016-11",3.949,28.75,258,394599.400755488,"Roraima",258,394599.400755488,11,2016,"Roraima",3.949,28.75,0
191,"2016-12",34.555,27.93,227,394599.400755488,"Roraima",227,394599.400755488,12,2016,"Roraima",34.555,27.93,0
0,"2001-01",131.244,22.14,NA,4786349.85253906,"SantaCatarina",NA,4786349.85253906,1,2001,"SantaCatarina",131.244,22.14,0
1,"2001-02",104.395,23.09,NA,4786349.85253906,"SantaCatarina",NA,4786349.85253906,2,2001,"SantaCatarina",104.395,23.09,0
2,"2001-03",204.394,21.7,1025,4786349.85253906,"SantaCatarina",1025,4786349.85253906,3,2001,"SantaCatarina",204.394,21.7,0
3,"2001-04",28.811,22.05,1301,4786349.85253906,"SantaCatarina",1301,4786349.85253906,4,2001,"SantaCatarina",28.811,22.05,0
4,"2001-05",17.228,21.7,474,4786349.85253906,"SantaCatarina",474,4786349.85253906,5,2001,"SantaCatarina",17.228,21.7,0
5,"2001-06",0.485,20.42,142,4786349.85253906,"SantaCatarina",142,4786349.85253906,6,2001,"SantaCatarina",0.485,20.42,0
6,"2001-07",0.833,20.66,42,4786349.85253906,"SantaCatarina",42,4786349.85253906,7,2001,"SantaCatarina",0.833,20.66,0
7,"2001-08",6.994,20.74,7,4786349.85253906,"SantaCatarina",7,4786349.85253906,8,2001,"SantaCatarina",6.994,20.74,0
8,"2001-09",39.275,23.07,11,4786349.85253906,"SantaCatarina",11,4786349.85253906,9,2001,"SantaCatarina",39.275,23.07,0
9,"2001-10",149.216,22.23,23,4786349.85253906,"SantaCatarina",23,4786349.85253906,10,2001,"SantaCatarina",149.216,22.23,0
10,"2001-11",285.97,21.9,16,4786349.85253906,"SantaCatarina",16,4786349.85253906,11,2001,"SantaCatarina",285.97,21.9,0
11,"2001-12",203.577,22,15,4786349.85253906,"SantaCatarina",15,4786349.85253906,12,2001,"SantaCatarina",203.577,22,0
